,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data Title,BALANCE SHEEET,,,,,,,,,,,,,,
Date Of Extract,8/28/2026,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
CHỈ TIÊU,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,Q1 2026,Q2 2026
Doanh thu chưa thực hiện ngắn hạn,"3,439,219,000,000.00","2,783,636,000,000.00","5,085,609,000,000.00","5,232,398,000,000.00","4,180,239,000,000.00","2,355,695,000,000.00","4,818,528,000,000.00","4,728,498,000,000.00","4,330,490,000,000.00","3,041,629,000,000.00","5,996,133,000,000.00","5,987,007,000,000.00","4,949,132,000,000.00","5,696,581,000,000.00","6,594,962,000,000.00"
Phải trả khác,"66,647,396,000,000.00","65,128,427,000,000.00","71,485,580,000,000.00","85,041,723,000,000.00","108,000,698,000,000.00","114,439,143,000,000.00","114,319,197,000,000.00","133,343,385,000,000.00","119,603,634,000,000.00","108,794,956,000,000.00","139,974,743,000,000.00","123,210,070,000,000.00","124,433,425,000,000.00","126,408,748,000,000.00","220,332,292,000,000.00"
Vay ngắn hạn,"48,068,184,000,000.00","64,421,582,000,000.00","86,955,653,000,000.00","95,183,876,000,000.00","114,522,806,000,000.00","119,716,720,000,000.00","110,794,386,000,000.00","96,768,964,000,000.00","95,189,145,000,000.00","98,216,347,000,000.00","122,630,037,000,000.00","117,122,101,000,000.00","114,000,484,000,000.00","137,577,392,000,000.00","137,278,152,000,000.00"
Dự phòng các khoản phải trả ngắn hạn,"4,104,310,000,000.00","2,748,797,000,000.00","2,718,546,000,000.00","2,646,452,000,000.00","4,316,218,000,000.00","4,268,485,000,000.00","4,254,830,000,000.00","3,914,837,000,000.00","6,345,240,000,000.00","7,613,516,000,000.00","8,343,921,000,000.00","8,768,168,000,000.00","10,297,056,000,000.00","10,911,335,000,000.00","2,271,820,000,000.00"
"Quỹ khen thưởng, phúc lợi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Quỹ bình ổn giá,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giao dịch mua bán lại trái phiếu chính phủ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nợ dài hạn,"142,642,552,000,000.00","144,389,500,000,000.00","122,535,378,000,000.00","133,671,487,000,000.00","134,925,963,000,000.00","141,812,999,000,000.00","145,325,666,000,000.00","156,805,282,000,000.00","177,477,382,000,000.00","225,107,026,000,000.00","287,182,767,000,000.00","368,070,046,000,000.00","379,679,126,000,000.00","398,535,364,000,000.00","339,810,250,000,000.00"
Phải trả nhà cung cấp dài hạn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Người mua trả tiền trước dài hạn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,237,957,000,000.00","2,489,870,000,000.00","949,876,000,000.00","13,955,669,000,000.00","3,211,307,000,000.00"
Chi phí phải trả dài hạn,"481,840,000,000.00","643,446,000,000.00","81,569,000,000.00","200,097,000,000.00","584,261,000,000.00","694,817,000,000.00","915,863,000,000.00","1,274,429,000,000.00","648,257,000,000.00","1,024,618,000,000.00","2,733,181,000,000.00","2,804,726,000,000.00","2,873,387,000,000.00","3,530,133,000,000.00","2,103,752,000,000.00"
Phải trả nội bộ về vốn kinh doanh,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Phải trả nội bộ dài hạn,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Doanh thu chưa thực hiên,"4,176,751,000,000.00","3,611,507,000,000.00","3,545,130,000,000.00","3,589,933,000,000.00","3,554,533,000,000.00","4,039,999,000,000.00","3,682,641,000,000.00","3,850,859,000,000.00","4,368,280,000,000.00","4,616,976,000,000.00","4,480,384,000,000.00","4,813,003,000,000.00","5,522,282,000,000.00","6,023,443,000,000.00","2,760,538,000,000.00"
Phải trả dài hạn khác,"2,030,171,000,000.00","7,913,576,000,000.00","11,359,578,000,000.00","22,228,643,000,000.00","22,289,487,000,000.00","20,958,964,000,000.00","20,107,230,000,000.00","22,217,481,000,000.00","28,410,070,000,000.00","53,685,455,000,000.00","103,434,854,000,000.00","136,097,023,000,000.00","123,085,730,000,000.00","129,902,027,000,000.00","104,467,143,000,000.00"
Vay dài hạn,"120,091,950,000,000.00","114,346,529,000,000.00","89,096,108,000,000.00","98,292,858,000,000.00","98,789,828,000,000.00","106,799,696,000,000.00","111,176,545,000,000.00","115,120,855,000,000.00","129,041,914,000,000.00","149,589,087,000,000.00","156,309,167,000,000.00","204,805,693,000,000.00","221,419,341,000,000.00","220,244,483,000,000.00","218,477,490,000,000.00"
Trái phiếu chuyển đổi,"9,866,970,000,000.00","9,826,651,000,000.00","9,892,369,000,000.00",0.00,0.00,0.00,0.00,"3,600,189,000,000.00","3,688,998,000,000.00","3,720,189,000,000.00","3,806,580,000,000.00","3,411,935,000,000.00","3,081,207,000,000.00","579,683,000,000.00",0.00
Cổ phiếu ưu đãi,,,,,,,,,,,,,,,
Thuế thu nhập hoãn lại phải trả,"1,149,256,000,000.00","1,131,604,000,000.00","1,177,380,000,000.00","1,172,864,000,000.00","1,192,233,000,000.00","2,217,060,000,000.00","3,329,832,000,000.00","3,265,197,000,000.00","2,257,717,000,000.00","2,090,054,000,000.00","2,297,536,000,000.00","2,250,144,000,000.00","2,370,025,000,000.00","2,325,203,000,000.00","3,716,303,000,000.00"
Dự phòng trợ cấp thôi việc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dự phòng các khoản công nợ dài hạn,"4,845,614,000,000.00","6,916,187,000,000.00","7,383,244,000,000.00","8,187,092,000,000.00","8,515,621,000,000.00","7,102,463,000,000.00","6,113,555,000,000.00","7,476,272,000,000.00","9,062,146,000,000.00","10,380,647,000,000.00","10,883,108,000,000.00","11,397,652,000,000.00","20,377,278,000,000.00","21,974,723,000,000.00","5,073,717,000,000.00"
Quỹ phát triển khoa học công nghệ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VỐN CHỦ SỞ HỮU,"135,613,097,000,000.00","136,311,955,000,000.00","137,702,616,000,000.00","146,942,516,000,000.00","148,021,576,000,000.00","157,752,735,000,000.00","162,299,283,000,000.00","164,256,879,000,000.00","153,834,481,000,000.00","157,452,587,000,000.00","158,691,890,000,000.00","161,903,899,000,000.00","151,488,935,000,000.00","153,703,820,000,000.00","180,706,650,000,000.00"
Vốn và các quỹ,"135,613,097,000,000.00","136,311,955,000,000.00","137,702,616,000,000.00","146,942,516,000,000.00","148,021,576,000,000.00","157,752,735,000,000.00","162,299,283,000,000.00","164,256,879,000,000.00","153,834,481,000,000.00","157,452,587,000,000.00","158,691,890,000,000.00","161,903,899,000,000.00","151,488,935,000,000.00","153,703,820,000,000.00","180,706,650,000,000.00"
Vốn góp,"38,688,573,000,000.00","38,688,573,000,000.00","38,688,573,000,000.00","38,688,573,000,000.00","38,785,833,000,000.00","38,785,833,000,000.00","38,785,833,000,000.00","38,785,833,000,000.00","38,785,833,000,000.00","38,785,833,000,000.00","38,785,833,000,000.00","38,804,764,000,000.00","77,334,919,000,000.00","77,334,919,000,000.00","77,334,919,000,000.00"
Cổ phiếu phổ thông,"38,139,356,000,000.00","38,139,356,000,000.00","38,139,356,000,000.00","38,139,356,000,000.00","38,236,616,000,000.00","38,236,616,000,000.00","38,236,616,000,000.00","38,236,616,000,000.00","38,236,616,000,000.00","38,236,616,000,000.00","38,236,616,000,000.00","38,530,155,000,000.00","77,060,310,000,000.00","77,060,310,000,000.00","77,060,310,000,000.00"
Cổ phiếu ưu đãi,"549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","549,217,000,000.00","274,609,000,000.00","274,609,000,000.00","274,609,000,000.00","274,609,000,000.00"
Thặng dư vốn cổ phần,"40,050,133,000,000.00","40,050,133,000,000.00","40,050,133,000,000.00","40,050,133,000,000.00","40,183,879,000,000.00","41,019,389,000,000.00","40,232,887,000,000.00","40,232,887,000,000.00","40,308,020,000,000.00","40,308,020,000,000.00","40,354,024,000,000.00","40,335,093,000,000.00","2,037,169,000,000.00","3,588,444,000,000.00","6,182,888,000,000.00"
Quyền chọn chuyển đổi trái phiếu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vốn khác,"18,481,872,000,000.00","18,481,872,000,000.00","18,481,872,000,000.00","22,020,365,000,000.00","22,021,072,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00","15,306,530,000,000.00"
Cổ phiếu Quỹ,"-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-1,344,123,000,000.00","-835,340,000,000.00","-714,713,000,000.00"
Chênh lệch đánh giá lại tài sản,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Chênh lệch tỷ giá,"-275,912,000,000.00","-164,071,000,000.00","-259,601,000,000.00","-76,080,000,000.00","-287,000,000.00","14,824,000,000.00","-1,545,000,000.00","-51,155,000,000.00","-235,621,000,000.00","-185,234,000,000.00","82,319,000,000.00","-15,464,000,000.00","-163,385,000,000.00","60,968,000,000.00","828,491,000,000.00"
Quỹ đầu tư và phát triển,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Quỹ hỗ trợ sắp xếp doanh nghiệp,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Quỹ dự phòng tài chính,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Quỹ khác,"87,845,000,000.00","87,845,000,000.00","97,845,000,000.00","97,845,000,000.00","97,845,000,000.00","97,845,000,000.00","107,845,000,000.00","107,845,000,000.00","107,845,000,000.00","107,845,000,000.00","117,845,000,000.00","117,845,000,000.00","117,845,000,000.00","117,845,000,000.00","127,845,000,000.00"
Lãi chưa phân phối,"14,009,307,000,000.00","15,463,409,000,000.00","17,279,082,000,000.00","23,428,624,000,000.00","21,809,007,000,000.00","36,490,377,000,000.00","36,489,289,000,000.00","41,791,856,000,000.00","44,468,350,000,000.00","51,447,113,000,000.00","51,052,527,000,000.00","52,505,390,000,000.00","54,277,387,000,000.00","52,926,078,000,000.00","70,843,120,000,000.00"
LNST chưa phân phối lũy kế đến cuối kỳ trước,"4,709,654,000,000.00","14,346,643,000,000.00","14,338,177,000,000.00","14,338,177,000,000.00","14,338,178,000,000.00","14,105,693,000,000.00","14,099,160,000,000.00","14,099,159,000,000.00","14,099,160,000,000.00","44,468,350,000,000.00","44,459,675,000,000.00","44,459,675,000,000.00","44,459,675,000,000.00","54,277,387,000,000.00","54,270,180,000,000.00"
LNST chưa phân phối kỳ này,"9,299,653,000,000.00","1,116,766,000,000.00","2,940,905,000,000.00","9,090,447,000,000.00","7,470,829,000,000.00","22,384,684,000,000.00","22,390,129,000,000.00","27,692,697,000,000.00","30,369,190,000,000.00","6,978,763,000,000.00","6,592,852,000,000.00","8,045,715,000,000.00","9,817,712,000,000.00","-1,351,309,000,000.00","16,572,940,000,000.00"
Lợi ích cổ đông không kiểm soát,"25,915,402,000,000.00","25,048,317,000,000.00","24,708,835,000,000.00","24,077,179,000,000.00","26,468,350,000,000.00","27,382,060,000,000.00","32,722,567,000,000.00","29,427,206,000,000.00","16,437,647,000,000.00","13,026,603,000,000.00","14,336,935,000,000.00","16,193,864,000,000.00","3,922,593,000,000.00","5,204,376,000,000.00","10,797,570,000,000.00"
Vốn Ngân sách nhà nước và quỹ khác,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Quỹ khen thưởng, phúc lợi (trước 2010)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Vốn ngân sách nhà nước,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nguồn kinh phí đã hình thành TSCĐ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lợi ích của cổ đông thiểu số,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TỔNG CỘNG NGUỒN VỐN,"574,807,290,000,000.00","596,877,182,000,000.00","599,177,139,000,000.00","625,387,345,000,000.00","669,617,073,000,000.00","693,948,793,000,000.00","722,130,188,000,000.00","791,473,944,000,000.00","836,603,903,000,000.00","823,270,248,000,000.00","958,235,441,000,000.00","1,087,870,325,000,000.00","1,118,622,625,000,000.00","1,178,694,748,000,000.00","1,308,937,567,000,000.00"
,,,,,,,,,,,,,,,
Dữ liệu được cung cấp bởi FiinTrade,,,,,,,,,,,,,,,
https://fiintrade.vn/,,,,,,,,,,,,,,,
